bert_score,cb_score,vt_score,tranco_score,url,label
0.0007,0.000218501,0.9439,0.5,http://115.50.135.43:59757/bin.sh,0
0.0126,0.004388301,1.0,0.9965,https://xlgmedia.com,1
0.0042,0.005180059,1.0,0.9936,https://reserved.com,1
0.0008,0.001397703,0.9286,0.5,http://61.53.91.90:42036/bin.sh,0
0.0013,0.002926025,1.0,0.9797,https://82cook.com,1
0.001,0.020247238,1.0,0.9859,https://samsungdiroute.net,1
0.0007,0.000903072,0.8571,0.5,https://delta.conf1dcorr0de.ru/dqp9ox1w,0
0.0024,0.002744973,0.8021,0.5,http://130.12.180.64/smc.sh,0
0.0061,0.004496951,0.8421,0.5,https://beta.bluef1re.ru/c2nr2kup,0
0.0014,0.037172633,1.0,0.9916,https://demonicscans.org,1
0.0058,0.004547609,1.0,0.9886,https://blogspot.it,1
0.0007,0.001125524,0.8469,0.5,http://42.87.143.95:53795/bin.sh,0
0.0006,0.003154797,0.7895,0.5,http://130.12.180.34/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.mips,0
0.0007,0.001125524,0.8776,0.5,http://39.74.246.35:35826/bin.sh,0
0.0011,0.001794518,0.8947,0.5,http://37.84.117.199/video.scr,0
0.0028,0.017351338,1.0,0.9946,https://iq.com,1
0.0007,0.000320473,0.9796,0.5,http://27.215.82.34:57521/bin.sh,0
0.2046,0.486087604,0.8196,0.5,http://wok.gooning.su/mpsl,0
0.001,0.002125188,1.0,0.9888,https://host-vision.com,1
0.0037,0.005258526,1.0,0.9813,https://bintray.com,1
0.0157,0.002382292,0.8351,0.5,http://185.121.14.176/arm7.Sakura,0
0.0023,0.006173438,1.0,0.9805,https://belugacdn.com,1
0.0047,0.027153533,1.0,0.9784,https://desihub.org,1
0.0006,0.00038432,0.9541,0.5,http://182.114.248.35:56472/bin.sh,0
0.0008,0.023365439,0.8617,0.5,https://hr8aedru.camaslepleypixel.ru/?=check&&actmn=vxCzTFArzAXccWmm,0
0.001,0.005984814,0.9,0.9856,https://sourshaped.com,1
0.0845,0.02260834,1.0,0.9795,https://ul.pt,1
0.0006,0.000129367,0.9133,0.5,http://219.156.173.15:34635/bin.sh,0
0.0016,0.00034282,0.8878,0.5,http://123.7.220.17:42662/i,0
0.0007,0.00371652,0.7704,0.5,http://178.16.55.189/files/6704276063/rjIh5R1.exe,0
0.006,0.008753409,0.8247,0.5,http://155.117.45.221/hiddenbin/boatnet.m68k,0
0.0008,0.000307877,0.852,0.5,http://124.72.203.7:81/av.scr,0
0.0006,0.000359719,0.9745,0.5,http://175.146.201.198:56645/bin.sh,0
0.0008,0.001492897,0.9388,0.5,http://162.19.205.62:8081/uninstall.exe,0
0.0017,0.007917333,1.0,0.9912,https://eufy.com,1
0.0007,0.00019642,0.852,0.5,http://112.237.28.58:37078/bin.sh,0
0.0008,0.005827947,0.7842,0.5,http://130.12.180.64/bins/nklx86,0
0.001,0.002736242,1.0,0.9886,https://pa1mstore.com,1
0.0013,0.004808569,1.0,0.9955,https://homestead.com,1
0.0044,0.008487901,1.0,0.9819,https://adsinteractive.com,1
0.0009,0.000160636,0.8265,0.5,http://92.112.125.172/ruck,0
0.0008,0.005418128,1.0,0.9856,https://iana-servers.net,1
0.0011,0.000143365,0.8866,0.5,http://182.112.208.20:55087/bin.sh,0
0.0012,0.004541788,1.0,0.9806,https://airfind.com,1
0.0108,0.00130069,0.852,0.5,https://vector.darkm1nt.ru/v44pb5yd,0
0.0069,0.00875746,1.0,0.9796,https://chickensmoothie.com,1
0.0047,0.022006986,1.0,0.9797,https://dice.se,1
0.0024,0.005984814,0.9895,0.9923,https://windscribe.com,1
0.0009,8.9e-05,0.9133,0.5,http://120.61.202.236:42116/bin.sh,0
0.0075,0.006479105,1.0,0.9757,https://digift.ru,1
0.0012,0.006418554,1.0,0.9956,https://wampserver.com,1
0.0022,0.00403513,1.0,0.9876,https://reteuro.co.uk,1
0.0013,0.009728977,1.0,0.9879,https://helpscout.net,1
0.0093,0.002506585,0.8469,0.5,http://109.230.231.37:9999/test_enc_fixed.exe,0
0.0051,0.004888099,1.0,0.9912,https://xnxxarab.to,1
0.0006,0.001188568,1.0,0.985,https://sagawa-exp.co.jp,1
0.0012,0.000229478,0.8827,0.5,http://42.227.196.21:44599/i,0
0.0007,0.001695788,0.9894,0.9779,https://tree-top.cc,1
0.0007,0.001116288,0.9184,0.5,http://47.83.26.93/02.08.2022.exe,0
0.0012,0.000758161,0.9541,0.5,http://42.57.189.23:57159/i,0
0.0009,0.001934771,0.9082,0.5,https://flare.redb1rth.ru/3zdcsays,0
0.0006,0.001065119,0.8673,0.5,https://tufqib.dur2tionjuda5.ru/ig61iwwj,0
0.0007,0.006418554,1.0,0.987,https://bytednsdoc.com,1
0.002,0.000292568,0.8622,0.5,http://125.41.210.184:60599/i,0
0.0109,0.006479105,1.0,0.9847,https://viabtc.io,1
0.0013,0.008932148,1.0,0.9767,https://3bb.co.th,1
0.0008,0.000171182,0.898,0.5,http://61.1.221.41:59256/bin.sh,0
0.0356,0.016755633,1.0,0.999,https://bol.com,1
0.0073,0.008408986,1.0,0.9795,https://discoverhongkong.com,1
0.0098,0.004000162,1.0,0.9779,https://pepstores.com,1
0.0015,0.034542444,1.0,0.9961,https://emojipedia.org,1
0.001,0.000246818,0.9796,0.5,http://42.235.16.251:51909/bin.sh,0
0.0123,0.006479105,1.0,0.9805,https://gowork.pl,1
0.1884,0.616285105,0.8454,0.9994,http://www.mycash.duckdns.org/bins/mpsl,0
0.0011,0.003179051,0.9368,0.9906,https://x7i0.com,1
0.0068,0.006594364,1.0,0.9876,https://kimberlite.io,1
0.0008,0.003263921,1.0,0.9986,https://3bmeteo.com,1
0.0019,0.000523842,0.9694,0.5,http://60.19.214.15:39244/i,0
0.0042,0.003580904,1.0,0.9967,https://toyota.com,1
0.0037,0.006316012,1.0,0.9774,https://nitacashhub.com,1
0.0616,0.006730254,0.9235,0.5,http://182.143.112.198:81/assets/tesseract/lang-data/AV.scr,0
0.0049,0.006821537,1.0,0.9881,https://themoscowtimes.com,1
0.0058,0.002488871,1.0,0.9973,https://imoim.net,1
0.0148,0.016755633,1.0,0.9941,https://mtv.com,1
0.0016,0.002245845,1.0,0.9842,https://tecmundo.com.br,1
0.0054,0.004344547,1.0,0.9812,https://airbnb.net,1
0.0013,0.016586943,0.8473999999999999,0.5,https://soft.softmint.ru/ywzo0sau,0
0.0078,0.00596671,0.8351,0.5,http://185.113.223.41/bins/bin.armv5l,0
0.0079,0.006885341,1.0,0.9888,https://pixelswhirl.com,1
0.0007,0.000496532,0.8608,0.5,http://219.155.75.192:54806/bin.sh,0
0.0016,0.006913794,1.0,0.9772,https://olabet.co.mz,1
0.0009,0.001929166,0.9895,0.9958,https://fojik.site,1
0.0007,0.001101846,0.9541,0.5,https://jjc6u.v0rtapouch.ru/hj78h3i3,0
0.0006,0.00452105,1.0,0.9817,https://sharp.co.jp,1
0.0081,0.074833817,1.0,0.9946,https://aclu.org,1
0.0064,0.022431593,0.8457,0.5,http://45.11.229.11/botpilled/rbot.sh,0
0.0113,0.095291429,1.0,0.9933,https://iaea.org,1
0.0011,0.014079877,0.9895,0.9937,https://nazwa.pl,1
0.0078,0.004161055,0.9745,0.5,http://194.15.36.84/tftp,0
0.0128,0.005139794,1.0,0.9823,https://poperblocker.com,1
0.0007,0.000499446,0.8053,0.5,http://158.94.208.162/ruck,0
0.0078,0.006946963,1.0,0.9946,https://raspberrypi.com,1
0.01,0.001077604,0.9796,0.5,http://201.223.241.243:82/video.lnk,0
0.2376,0.046101903,0.852,0.9994,http://www.draft22.duckdns.org/arm4,0
0.0023,0.086725317,0.8316,0.5,http://03b5157.com/,0
0.0047,0.00167785,0.8418,0.5,https://nexus.n1ghtcore.ru/b8wrehle,0
0.002,0.007400329,0.8673,0.5,http://130.12.180.43/files/6749237131/zF0xG5x.ps1,0
0.03,0.006735665,1.0,0.9958,https://google.lt,1
0.0008,0.013886324,1.0,0.9825,https://mural.co,1
0.0009,0.000104086,0.9105,0.5,http://2.187.33.3:57624/i,0
0.0066,0.006326962,0.9789,0.9844,https://anikai.to,1
0.0012,0.01922472,0.9898,0.5,https://94.166.18.125:8443/sda1/GOT/Video.scr,0
0.005,0.006885341,1.0,0.9868,https://huoshanlive.com,1
0.0127,0.011449614,1.0,0.9872,https://mind.org.uk,1
0.0023,0.013886324,1.0,0.9961,https://finam.ru,1
0.0016,0.007402239,1.0,0.977,https://hificode.in,1
0.0026,0.003838602,0.8021,0.5,http://130.12.180.64/bins/aaa,0
0.001,0.000199802,0.8724000000000001,0.5,http://42.234.203.97:45753/i,0
0.0025,0.000153874,0.9286,0.5,http://123.12.195.166:57327/i,0
0.0216,0.117751732,1.0,0.9938,https://akc.org,1
0.0032,0.009831287,1.0,0.9878,https://earlywarning.io,1
0.0081,0.006418554,1.0,0.9894,https://technolife.com,1
0.0032,0.006594364,1.0,0.996,https://orangedata.ru,1
0.0042,0.004428616,1.0,0.9963,https://gamestop.com,1
0.002,0.000179867,0.8214,0.5,http://171.116.177.50:38035/i,0
0.0013,0.004603549,1.0,0.9998,https://salesforce.com,1
0.0009,5.25e-05,0.8827,0.5,http://5.237.255.184:22439/i,0
0.0081,0.006504612,0.9894,0.9995,https://consultant.ru,1
0.6522,0.431197704,0.9796,0.5,http://game19.flash-myanmar.com/hiddenbin/boatnet.i486,0
0.0022,0.008751117,1.0,0.9952,https://frameo.net,1
0.0012,0.004573711,0.8351,0.5,http://135.225.120.199/Vye32GsS2g38eKHmaKrLdDjgrnf2YBT4/FGx8SNCa4txePA.x86_64,0
0.0012,0.004535241,1.0,0.9878,https://heavy.com,1
0.003,0.006740059,0.9745,0.5,http://45.80.158.100/bins/frost.spc,0
0.0006,0.000249849,0.9947,0.9862,https://ndm9.xyz,1
0.0009,0.005785142,1.0,0.9882,https://maxmind.com,1
0.0007,0.000106211,0.8776,0.5,http://222.138.138.131:60866/bin.sh,0
0.0007,0.00011077,0.9847,0.5,http://112.248.141.155:41781/bin.sh,0
0.001,0.000372661,0.8878,0.5,http://39.74.35.86:33815/i,0
0.018,0.00312909,1.0,0.983,https://piriform.com,1
0.0013,0.000222581,0.8265,0.5,http://163.142.77.130:43810/i,0
0.0203,0.000869024,0.9694,0.5,http://130.12.180.20/arm4,0
0.0027,0.000434073,0.9796,0.5,http://62.60.229.105/powerpc,0
0.0008,0.003839681,1.0,0.9999,https://pv-cdn.net,1
0.0021,0.002161922,1.0,0.9896,https://kemenag.go.id,1
0.002,0.005296455,0.9439,0.5,http://213.202.211.46/AB4g5/Josho.spc,0
0.0018,0.02632129,0.883,0.9882,http://172-86-123-179.plesk.page/inihiddenngentod/zerobotv9.arm6,0
0.0014,0.001379766,0.9592,0.5,https://worgip.j1tterfoam.ru/o3l2c9fo,0
0.0034,0.08422411,0.8526,0.5,https://app.visionaryte.org,0
0.0015,0.000157788,0.949,0.5,http://221.14.168.208:44866/i,0
0.0072,0.029405768,1.0,0.9912,https://nic.ch,1
0.0008,0.000462299,1.0,0.9881,https://1c-bitrix.ru,1
0.0006,0.002161922,1.0,0.9788,https://hardoff.co.jp,1
0.0017,0.006316012,1.0,0.988,https://wdckeystone.com,1
0.0064,0.009728977,1.0,0.9767,https://pictbland.net,1
0.0007,0.004541788,1.0,0.9974,https://spbycdn.com,1
0.0047,0.004347466,1.0,0.9899,https://webinar.ru,1
0.0022,0.009728977,1.0,0.9996,https://bidswitch.net,1
0.0007,0.000467001,0.9796,0.5,http://115.62.186.246:36920/bin.sh,0
0.0121,0.005257412,1.0,0.9909,https://bassthalk.com,1
0.001,0.003224846,1.0,0.9915,https://hermes.com,1
0.0075,0.004547609,1.0,0.9831,https://viralize.tv,1
0.0415,0.027195131,0.8724000000000001,0.5,https://kc.entert2inru8.ru/p464pvmt,0
0.0012,0.005750244,1.0,0.9877,https://tengrinews.kz,1
0.0213,0.543926664,0.8158,0.5,http://kpq.at/a,0
0.0031,0.00074957,0.8265,0.5,http://42.6.60.205:57231/i,0
0.0119,0.071176418,0.9643,0.984,http://198-144-189-90.cprapid.com/kvariant.arm,0
0.0031,0.004547609,1.0,0.9749,https://tvnoviny.sk,1
0.0029,0.004950309,1.0,0.9752,https://bilinfo.net,1
0.0049,0.017351338,1.0,0.9961,https://gq.com,1
0.0028,0.007353121,1.0,0.9762,https://ainvest.com,1
0.0069,0.024863254,1.0,0.9911,https://informs.org,1
0.0407,0.123699204,1.0,0.9783,https://agu.org,1
0.0006,0.033549382,1.0,0.9901,https://tjrs.jus.br,1
0.001,0.001035151,0.9643,0.5,http://110.37.67.68:44956/i,0
0.0021,0.00306776,1.0,0.9893,https://ugdtimg.com,1
0.0038,0.002895148,1.0,0.9945,https://volcgtm.com,1
0.0021,0.000205265,0.9133,0.5,http://42.229.169.20:43893/i,0
0.0023,0.000320683,0.9745,0.5,http://61.52.186.71:60199/i,0
0.0021,0.006316012,1.0,0.9767,https://qiezibenpao.com,1
0.0787,0.075906434,0.8827,0.9994,http://draft22.duckdns.org/m68k,0
0.0157,0.00679679,0.8776,0.5,http://144.202.27.199/suse_exploit.py,0
0.0118,0.004428616,0.9526,0.9868,https://myavlive.com,1
0.0061,0.003224846,0.9632000000000001,0.9858,https://lleana.com,1
0.0106,0.024598962,0.9388,0.9777,https://files.catbox.moe/dloz9e.bat,0
0.0103,0.000440275,0.8929,0.5,http://89.222.151.167:40077/i,0
0.0031,0.003540923,1.0,0.9782,https://humanlove.stream,1
0.0063,0.001088708,0.898,0.5,http://123.14.98.1:50807/i,0
0.0006,0.006735665,1.0,0.9895,https://sfndns.cn,1
0.0096,0.000693644,0.8112,0.5,http://103.146.122.62/arm4,0
0.0012,0.000179867,0.9847,0.5,http://182.121.231.77:34514/i,0
0.049,0.008512083,0.7938000000000001,0.5,https://sechehomes.co.ke/word/myccsOE/cssOE/cssGORR/nachricht.html,0
0.0011,0.014427344,1.0,0.9783,https://hohoj.tv,1
0.1027,0.170237816,0.8421,0.5,http://server.mikompa.sch.id/bins/mips,0
0.0095,0.022049166,1.0,0.9842,https://lkt.is,1
0.0008,0.000327779,0.8351,0.5,http://184.145.10.220/av.lnk,0
0.0009,0.007522586,1.0,0.9816,https://epicgamescdn.com,1
0.0289,0.007103818,1.0,0.9975,https://generatepress.com,1
0.0007,0.002003776,1.0,0.9857,https://gadgets360.com,1
0.0046,0.007432149,1.0,0.9968,https://malwarebytes.com,1
0.0016,0.00306776,1.0,0.999,https://binance.com,1
0.0096,0.004268193,1.0,0.9837,https://vectorstock.com,1
0.0008,0.003929712,0.8421,0.5,https://delta.r1verdusk.ru/czonynpu,0
0.0008,0.00168933,0.7766,0.5,http://130.12.180.64/bins/fb,0
0.0057,0.007414289,1.0,0.9893,https://mindbodygreen.com,1
0.0008,0.004512794,1.0,0.9887,https://chun2.com,1
0.0038,0.002379967,1.0,0.9901,https://kemensos.go.id,1
0.005,0.009599073,0.9053,0.5,http://179.52.1.42/Photo.scr,0
0.0032,0.001348285,0.9439,0.5,https://charter.makere5ide7t.ru/yh7fsd71,0
0.0009,0.003936172,1.0,0.9951,https://appdomain.cloud,1
0.0304,0.005090319,0.9031,0.5,https://scrofil.floresclivia.cfd/?40449584567613974,0
0.0009,0.000381528,0.8316,0.5,http://183.181.96.178/,0
0.028,0.004263028,1.0,0.9866,https://dailytelegraph.com.au,1
0.0007,0.035531912,0.8827,0.5,https://oz.qu2rv0lts.ru/qxs85xxb,0
0.0012,0.00598792,1.0,0.9986,https://programme-tv.net,1
0.0008,0.008277657,1.0,0.9785,https://maidonanews.jp,1
0.0031,0.011780295,1.0,0.9893,https://marketsandmarkets.com,1
0.0033,0.006316012,1.0,0.991,https://purestorage.com,1
0.0015,0.0004543,0.8929,0.5,http://219.157.249.86:57387/i,0
0.0015,0.005332169,0.8061,0.5,http://154.6.197.37/bins/arm,0
0.0226,0.018506831,0.9133,0.5,http://143.20.185.78/bins/x86_64,0
0.0027,0.005249573,1.0,0.9893,https://crazymaplestudios.com,1
0.0008,0.002648281,0.8673,0.5,https://clear.bluef1re.ru/87llvjf1,0
0.0007,0.002285076,1.0,0.9927,https://icc-cricket.com,1
0.0011,0.000296291,0.8571,0.5,http://42.235.191.13:60106/bin.sh,0
0.0022,0.003213939,1.0,0.9917,https://todamateria.com.br,1
0.0084,0.00452824,1.0,0.9806,https://bibliocommons.com,1
0.0011,0.003060129,0.9895,0.9771,https://spark-rostov.ru,1
0.0028,0.00217124,0.7784,0.5,http://158.94.210.88/arm,0
0.0135,0.032836277,0.8622,0.5,http://80.253.251.73/Documents/3cxprov_104.lnk,0
0.0014,0.004388301,1.0,0.9794,https://austrian.com,1
0.0028,0.002804912,1.0,0.9789,https://unstop.com,1
0.0065,0.004388301,1.0,0.9902,https://zellbury.com,1
0.002,0.000210922,0.8622,0.5,http://182.121.8.129:51305/i,0
0.0046,0.00172093,0.9796,0.5,http://34.142.254.254/bins/i486,0
0.0049,0.002804912,1.0,0.9763,https://logdna.com,1
0.0009,0.018876668,1.0,0.9947,https://abcp.ru,1
0.0014,0.000175115,0.8878,0.5,http://115.50.88.131:52847/i,0
0.0027,0.076039931,1.0,0.9978,https://lg.co.kr,1
0.0021,0.000185268,0.9286,0.5,http://59.99.201.133:53902/i,0
0.0033,0.004541788,1.0,0.9957,https://terabox.com,1
0.0037,0.005905351,0.9796,0.5,http://37.84.94.122/photo.scr,0
0.0051,0.008762631,1.0,0.99,https://aeolservice.es,1
0.0066,0.005044616,1.0,0.9984,https://kingbokep.tv,1
0.0007,0.000114911,0.9694,0.5,http://123.179.232.227:55874/bin.sh,0
0.0009,0.006685306,0.9694,0.5,https://whorl.murmurplex.ru/g7zlj04b,0
0.0515,0.008414213,0.9894,0.992,https://google.gg,1
0.0012,0.012086083,0.8457,0.5,http://178.16.137.37/hiddenbin/Space.arc,0
0.0028,0.005279879,1.0,0.981,https://tfgco.com,1
0.0017,0.00274402,1.0,0.9793,https://univ-lorraine.fr,1
0.0007,8.9e-05,0.9031,0.5,http://115.49.225.223:45425/bin.sh,0
0.0009,0.000343521,0.9031,0.5,http://39.89.95.244:34783/i,0
0.0007,0.000308224,0.9439,0.5,http://37.81.7.144/av.scr,0
0.0011,0.001421033,0.852,0.5,https://fracture.disfi8tit2n.ru/8mt9zi59,0
0.02,0.005180059,0.9842,0.9909,https://football.com,1
0.0077,0.007023096,1.0,0.9957,https://brightspace.com,1
0.0051,0.002437515,1.0,0.9781,https://dexerto.media,1
0.0009,0.00137472,0.8351,0.5,http://77.247.88.96:56131/i,0
0.0012,0.000165277,0.9235,0.5,http://223.151.76.51:60653/i,0
0.0062,0.003812038,1.0,0.9926,https://microchip.com,1
0.0016,0.018876668,1.0,0.9843,https://dion.vc,1
0.0013,0.018876668,1.0,0.997,https://curl.se,1
0.0023,0.00746046,1.0,0.9812,https://contextualadv.com,1
0.007,0.003224846,1.0,0.9969,https://novell.com,1
0.0044,0.000169598,0.852,0.5,http://182.127.100.17:53807/i,0
0.001,0.000252811,0.8608,0.5,http://176.214.47.119:33051/i,0
0.0026,0.001670246,0.9592,0.5,https://forest.clearh0st.ru/3u08k1up,0
0.0007,0.004342576,1.0,0.9861,https://iqair.com,1
0.0015,0.014079877,1.0,0.9989,https://tabor.ru,1
0.0016,0.005279879,1.0,0.9778,https://hibob.com,1
0.0007,0.000102146,0.8827,0.5,http://176.226.246.115:32996/i,0
0.0045,0.00137472,0.9133,0.5,http://61.53.102.83:38940/i,0
0.0015,0.00306776,1.0,0.9885,https://rockfin.com,1
0.0012,0.002124099,0.9745,0.5,http://182.143.112.135:81/modules/AV.lnk,0
0.0116,0.004535139,1.0,0.9939,https://raiplay.it,1
0.0024,0.014079877,1.0,0.9889,https://tiwar.ru,1
0.0013,0.00016446,0.8367,0.5,http://196.190.11.194:43661/i,0
0.0022,0.004541788,1.0,0.999,https://infobae.com,1
0.0037,0.013886324,1.0,0.984,https://pushy.me,1
0.0021,0.002109904,,0.9758,https://drawnames.co.uk,1
0.0015,0.005411583,1.0,0.9904,https://dnsnode.net,1
0.0013,0.001863701,0.8061,0.5,http://94.156.152.6/bins/sh4,0
0.0011,0.065305091,0.8571,0.5,https://pyz.qu1rkbasin.ru/kswod3cc,0
0.0008,0.005984814,1.0,0.9814,https://mathsisfun.com,1
0.0015,0.004808569,1.0,0.9758,https://itftennis.com,1
0.0011,0.006418554,1.0,0.9927,https://babycenter.com,1
0.0015,0.004000162,1.0,0.9775,https://freedomfi.com,1
0.0014,0.002895148,1.0,0.9799,https://admitad.com,1
0.0233,0.070082464,0.8469,0.5,https://ay.rainst0rm.ru/me5khkok,0
0.0531,0.011303655,0.7895,0.5,http://91.92.243.183/slovsdih/x86_64,0
0.0142,0.004428616,0.9895,0.991,https://proxyium.com,1
0.0008,0.000454737,0.8776,0.5,http://123.11.240.237:37568/bin.sh,0
0.0017,0.006421519,1.0,0.9933,https://wakelet.com,1
0.0027,0.00536415,1.0,0.9944,https://geocaching.com,1
0.0508,0.006440972,0.8469,0.5,http://191.101.51.11/Laksermi.mso,0
0.0008,0.000171241,0.8929,0.5,http://42.230.33.176:33660/bin.sh,0
0.011,0.015069989,1.0,0.9999,https://f5.com,1
0.0007,0.003224846,1.0,0.983,https://meijer.com,1
0.0007,0.000329787,0.8469,0.5,http://222.141.75.24:33966/bin.sh,0
0.0306,0.009871501,0.8571,0.5,https://moss.picketcore.ru/6s3rshwm,0
0.0023,0.000175115,0.8351,0.5,http://110.37.35.216:60525/i,0
0.3139,0.131214665,0.9082,0.9992,https://raw.githubusercontent.com/darkeye789/bloodhound-cheatsheet/main/cheatsheet/bloodhound-cheatsheet-1.3-alpha.1.zip,0
0.0007,0.000114186,0.9898,0.5,http://222.137.235.129:34343/i,0
0.0192,0.01513526,0.8247,0.5,http://41.216.189.159/bins/Labelloperc80.arm,0
0.0028,0.008852866,1.0,0.99,https://indianbfvideos.com,1
0.0014,0.004000162,1.0,0.9793,https://sharecare.com,1
0.0012,0.001615592,0.9842,0.9767,https://sci-hub.se,1
0.0261,0.004547609,1.0,0.9843,https://tiktoklb.eu,1
0.0018,0.000964012,1.0,0.9844,https://openintegration.inc,1
0.0015,0.03961408,1.0,0.9886,https://uncen.org,1
0.0012,0.005937866,1.0,0.9896,https://smartnews.net,1
0.0012,0.000153727,0.852,0.5,http://182.116.53.146:48667/i,0
0.0123,0.004428616,1.0,0.977,https://tirerack.com,1
0.0007,0.000871597,0.8469,0.5,http://222.136.158.7:53390/bin.sh,0
0.0077,0.008692608,1.0,0.9894,https://sportmaster.ru,1
0.004,0.000200358,0.8505,0.5,http://110.37.33.197:52309/i,0
0.0007,0.003493418,0.7959,0.5,http://176.65.148.41/dj/dj.i686,0
0.0007,0.000686827,0.9579,0.9746,https://zone-telechargement.irish,1
0.0043,0.017628531,1.0,0.9829,https://nidw.gov.bd,1
0.0008,0.018876668,1.0,0.9846,https://nuro.jp,1
0.0015,0.008367771,1.0,0.9936,https://discovermagazine.com,1
0.0023,0.000580333,0.8711,0.5,http://123.9.241.145:40568/i,0
0.0029,0.012612213,1.0,0.9962,https://mail.com,1
0.0033,0.002978761,1.0,0.9911,https://1gb.ru,1
0.0006,0.001061243,0.9796,0.5,https://mpen0d.d0nat1mpenet.ru/f6jd25gy,0
0.0006,0.001096087,0.9541,0.5,https://vaxhim.t0rquefinch.ru/i8yelq5z,0
0.0102,0.006394421,0.9895,0.9945,https://google.com.kw,1
0.0007,0.001125524,0.9133,0.5,http://59.96.137.38:50756/bin.sh,0
